,fruit,path,label
25325,Apple,dataset/Apple/Apple D/scene02201.png,0
25326,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001482.png,4
25327,Guava,dataset/Guava/Guava total/GuavaуАВ1290 resized resized.png,3
25328,Guava,dataset/Guava/Guava total/1GuavaуАВ2649 resized.png,3
25329,Apple,dataset/Apple/Apple F/Apple F _0_9706.png,0
25330,Banana,dataset/Banana/Banana01254.png,1
25331,Guava,dataset/Guava/Guava total/GuavaуАВ2333.png,3
25332,Plum,dataset/Plum/PlumуАВ1866.png,11
25333,Pomegranate,dataset/Pomegranate/Pomegranet002117.png,12
25334,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00967.png,4
25335,Pear,dataset/Pear/pear_0_2656.png,8
25336,Guava,dataset/Guava/Guava total/GuavaуАВ1605.png,3
25337,Guava,dataset/Guava/Guava total/GuavaуАВ2416.png,3
25338,Guava,dataset/Guava/Guava total/GuavaуАВ98 resized resized.png,3
25339,Apple,dataset/Apple/Total Number of Apples/Apple 04667.png,0
25340,Guava,dataset/Guava/Guava total/GuavaуАВ934 resized resized.png,3
25341,Apple,dataset/Apple/Apple E/Apple E08171.png,0
25342,Apple,dataset/Apple/Apple F/Apple F7.png,0
25343,Guava,dataset/Guava/Guava total/GuavaуАВ2393 resized.png,3
25344,Mango,dataset/Mango/Mango004154.png,5
25345,Apple,dataset/Apple/Total Number of Apples/Apple 03007.png,0
25346,Apple,dataset/Apple/Total Number of Apples/Apple 01105.png,0
25347,Guava,dataset/Guava/Guava total/1GuavaуАВ2846.png,3
25348,Mango,dataset/Mango/Mango004053.png,5
25349,Pitaya,dataset/Pitaya/Pitaya001691.png,10
25350,Banana,dataset/Banana/Banana02515.png,1
25351,Apple,dataset/Apple/Apple F/Apple F _0_9415.png,0
25352,muskmelon,dataset/muskmelon/Muskmelon 0029.png,14
25353,Guava,dataset/Guava/Guava total/GuavaуАВ61.png,3
25354,Guava,dataset/Guava/guava B/Guava313.png,3
25355,Guava,dataset/Guava/guava A/ene12931.png,3
25356,Pear,dataset/Pear/Pear 817.png,8
25357,Apple,dataset/Apple/Apple F/Apple F95.png,0
25358,Plum,dataset/Plum/PlumуАВ1796.png,11
25359,Orange,dataset/Orange/Orange001292.png,6
25360,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00913.png,4
25361,Orange,dataset/Orange/Orange001741.png,6
25362,Mango,dataset/Mango/Mango00905.png,5
25363,Guava,dataset/Guava/guava A/cene14341.png,3
25364,Pitaya,dataset/Pitaya/Pitaya0035.png,10
25365,Guava,dataset/Guava/Guava total/GuavaуАВ180 resized resized.png,3
25366,Guava,dataset/Guava/Guava total/GuavaуАВ102 resized.jpg,3
25367,Carambola,dataset/Carambola/Carambola 001584.png,2
25368,Guava,dataset/Guava/Guava total/1GuavaуАВ2772 resized resized.png,3
25369,Pitaya,dataset/Pitaya/Pitaya00638.png,10
25370,Pear,dataset/Pear/Pear 1630.png,8
25371,Guava,dataset/Guava/guava total final/Guava0496.png,3
25372,Guava,dataset/Guava/Guava total/GuavaуАВ1619 resized.png,3
25373,Guava,dataset/Guava/guava total final/Guava0817.png,3
25374,Guava,dataset/Guava/Guava total/GuavaуАВ2006 resized resized.png,3
25375,Guava,dataset/Guava/Guava total/GuavaуАВ269 resized.png,3
25376,Guava,dataset/Guava/Guava total/GuavaуАВ1528.png,3
25377,Apple,dataset/Apple/Total Number of Apples/Apple 0981.png,0
25378,Apple,dataset/Apple/Apple C/ne00301.png,0
25379,Guava,dataset/Guava/guava B/Guava1444.png,3
25380,Pear,dataset/Pear/Pear 1804.png,8
25381,Persimmon,dataset/Persimmon/Persimmon48.png,9
25382,Banana,dataset/Banana/Banana01086.png,1
25383,Pitaya,dataset/Pitaya/Pitaya002433.png,10
25384,Apple,dataset/Apple/Apple C/Apple Co applee09301.png,0
25385,Guava,dataset/Guava/guava total final/Guava01886.png,3
25386,Pitaya,dataset/Pitaya/Pitaya001592.png,10
25387,Pomegranate,dataset/Pomegranate/Pomegranet0020.png,12
25388,Guava,dataset/Guava/guava A/scene13801.png,3
25389,muskmelon,dataset/muskmelon/Muskmelon 00947.png,14
25390,Apple,dataset/Apple/Total Number of Apples/Apple 02821.png,0
25391,Mango,dataset/Mango/Mango001083.png,5
25392,Pear,dataset/Pear/Pear 1069.png,8
25393,Guava,dataset/Guava/guava B/Guava437.png,3
25394,Guava,dataset/Guava/Guava total/1GuavaуАВ2950 resized.jpg,3
25395,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00666.png,4
25396,Orange,dataset/Orange/Orange001763.png,6
25397,Tomatoes,dataset/Tomatoes/Tamotoes001190.png,13
25398,Pomegranate,dataset/Pomegranate/Pomegranet0040.png,12
25399,Guava,dataset/Guava/Guava total/GuavaуАВ1325.png,3
25400,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001512.png,4
25401,Persimmon,dataset/Persimmon/Persimmon1993.png,9
25402,Apple,dataset/Apple/Total Number of Apples/Apple 04057.png,0
25403,Guava,dataset/Guava/guava total final/Guava01272.png,3
25404,Guava,dataset/Guava/guava total final/Guava0451.png,3
25405,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002171.png,4
25406,muskmelon,dataset/muskmelon/Muskmelon 00647.png,14
25407,Apple,dataset/Apple/Total Number of Apples/Apple 04626.jpeg,0
25408,Apple,dataset/Apple/Total Number of Apples/Apple 02261.png,0
25409,Guava,dataset/Guava/Guava total/GuavaуАВ1465 resized.png,3
25410,Mango,dataset/Mango/Mango00388.png,5
25411,Pitaya,dataset/Pitaya/Pitaya002304.png,10
25412,Apple,dataset/Apple/Total Number of Apples/Apple 02349.png,0
25413,Guava,dataset/Guava/guava total final/Guava03918.png,3
25414,Mango,dataset/Mango/Mango002205.png,5
25415,Guava,dataset/Guava/Guava total/GuavaуАВ93.png,3
25416,Pear,dataset/Pear/Pear 1015.png,8
25417,Pear,dataset/Pear/pear_0_9279.png,8
25418,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C0053.png,4
25419,Guava,dataset/Guava/Guava total/1GuavaуАВ2670 resized.jpg,3
25420,Guava,dataset/Guava/Guava total/GuavaуАВ855 resized resized.png,3
25421,Apple,dataset/Apple/Total Number of Apples/Apple 02453.png,0
25422,Mango,dataset/Mango/Mango00610.png,5
25423,Guava,dataset/Guava/guava A/scene10881.png,3
25424,muskmelon,dataset/muskmelon/Muskmelon 001052.png,14
25425,Guava,dataset/Guava/guava total final/Guava02083.png,3
25426,Apple,dataset/Apple/Total Number of Apples/Apple 0802.png,0
25427,Persimmon,dataset/Persimmon/Persimmon344.png,9
25428,Persimmon,dataset/Persimmon/Persimmon174.png,9
25429,Guava,dataset/Guava/Guava total/GuavaуАВ2012 resized.png,3
25430,Apple,dataset/Apple/Apple A/Apple 335.png,0
25431,Guava,dataset/Guava/guava A/scene01121.png,3
25432,Apple,dataset/Apple/Total Number of Apples/Apple 0980.png,0
25433,Tomatoes,dataset/Tomatoes/Tamotoes002033.png,13
25434,Pitaya,dataset/Pitaya/Pitaya002350.png,10
25435,Plum,dataset/Plum/PlumуАВ595.png,11
25436,muskmelon,dataset/muskmelon/Muskmelon 00509.png,14
25437,Guava,dataset/Guava/guava B/Guava872.png,3
25438,Apple,dataset/Apple/Total Number of Apples/Apple 0332.png,0
25439,Apple,dataset/Apple/Total Number of Apples/Apple 02263.png,0
25440,Persimmon,dataset/Persimmon/Persimmon1613.png,9
25441,Banana,dataset/Banana/Banana01716.png,1
25442,Guava,dataset/Guava/guava A/scene01861.png,3
25443,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00783.png,4
25444,Tomatoes,dataset/Tomatoes/Tamotoes001299.png,13
25445,Orange,dataset/Orange/Orange002896.png,6
25446,Guava,dataset/Guava/guava A/scene07001.png,3
25447,Guava,dataset/Guava/Guava total/1GuavaуАВ2524 resized.png,3
25448,Carambola,dataset/Carambola/Carambola 001121.png,2
25449,Guava,dataset/Guava/guava total final/Guava0638.png,3
25450,Apple,dataset/Apple/Apple F/Apple F _0_8653.png,0
25451,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001229.png,4
25452,Guava,dataset/Guava/guava total final/Guava03633.png,3
25453,Guava,dataset/Guava/guava A/cene02401.png,3
25454,Orange,dataset/Orange/Orange00303.png,6
25455,Guava,dataset/Guava/Guava total/GuavaуАВ1390 resized.png,3
25456,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001069.png,4
25457,Banana,dataset/Banana/Banana02806.png,1
25458,Guava,dataset/Guava/Guava total/GuavaуАВ2010 resized resized.png,3
25459,Apple,dataset/Apple/Total Number of Apples/Apple 04351.jpeg,0
25460,Apple,dataset/Apple/Total Number of Apples/Apple 0917.png,0
25461,Banana,dataset/Banana/Banana01889.png,1
25462,Pear,dataset/Pear/Pear 687.png,8
25463,Apple,dataset/Apple/Apple A/Apple 196.png,0
25464,Guava,dataset/Guava/guava total final/Guava03282.png,3
25465,Guava,dataset/Guava/guava total final/Guava03881.png,3
25466,Mango,dataset/Mango/Mango002985.png,5
25467,Guava,dataset/Guava/Guava total/GuavaуАВ1138.png,3
25468,Plum,dataset/Plum/PlumуАВ329.png,11
25469,Banana,dataset/Banana/Banana02764.png,1
25470,Orange,dataset/Orange/Orange001796.png,6
25471,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001547.png,4
25472,Apple,dataset/Apple/Total Number of Apples/Apple 01695.png,0
25473,Pomegranate,dataset/Pomegranate/Pomegranet001250.png,12
25474,Guava,dataset/Guava/Guava total/GuavaуАВ2465 resized resized.png,3
25475,Apple,dataset/Apple/Total Number of Apples/Apple 01128.png,0
25476,Apple,dataset/Apple/Apple D/Apple De05561.png,0
25477,muskmelon,dataset/muskmelon/Muskmelon 00374.png,14
25478,Persimmon,dataset/Persimmon/Persimmon1475.png,9
25479,Pear,dataset/Pear/pear_0_9028.png,8
25480,Guava,dataset/Guava/Guava total/1GuavaуАВ2863.png,3
25481,Carambola,dataset/Carambola/Carambola 0041.png,2
25482,Tomatoes,dataset/Tomatoes/Tamotoes001083.png,13
25483,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002147.png,4
25484,Guava,dataset/Guava/Guava total/GuavaуАВ1919 resized.png,3
25485,Persimmon,dataset/Persimmon/Persimmon411.png,9
25486,Guava,dataset/Guava/Guava total/GuavaуАВ1175 resized.jpg,3
25487,Peach,dataset/Peach/Peach001299.png,7
25488,Tomatoes,dataset/Tomatoes/Tamotoes001854.png,13
25489,Guava,dataset/Guava/Guava total/GuavaуАВ1216 resized.png,3
25490,Guava,dataset/Guava/Guava total/GuavaуАВ2332 resized.jpg,3
25491,Guava,dataset/Guava/guava total final/Guava0944.png,3
25492,Guava,dataset/Guava/Guava total/GuavaуАВ705 resized resized.png,3
25493,Guava,dataset/Guava/guava B/Guava1134.png,3
25494,Apple,dataset/Apple/Total Number of Apples/Apple 01233.png,0
25495,Pear,dataset/Pear/Pear 1655.png,8
25496,Tomatoes,dataset/Tomatoes/Tamotoes00522.png,13
25497,Mango,dataset/Mango/Mango001437.png,5
25498,Apple,dataset/Apple/Total Number of Apples/Apple 01020.png,0
25499,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi004050.png,4
25500,Mango,dataset/Mango/Mango002424.png,5
25501,Mango,dataset/Mango/Mango00651.png,5
25502,Persimmon,dataset/Persimmon/Persimmon955.png,9
25503,Orange,dataset/Orange/Orange00381.png,6
25504,Apple,dataset/Apple/Total Number of Apples/Apple 0744.png,0
25505,Carambola,dataset/Carambola/Carambola 00788.png,2
25506,Guava,dataset/Guava/Guava total/1GuavaуАВ3037 resized.png,3
25507,Guava,dataset/Guava/Guava total/1GuavaуАВ2496.png,3
25508,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00403.png,4
25509,Pear,dataset/Pear/Pear 232.png,8
25510,Guava,dataset/Guava/guava A/cene04621.png,3
25511,Guava,dataset/Guava/guava B/Guava1261.png,3
25512,Tomatoes,dataset/Tomatoes/Tamotoes00912.png,13
25513,Plum,dataset/Plum/PlumуАВ1959.png,11
25514,Guava,dataset/Guava/Guava total/GuavaуАВ1341.png,3
25515,Apple,dataset/Apple/Apple F/Apple F _0_7943.png,0
25516,Apple,dataset/Apple/Apple B/scene05301.png,0
25517,Apple,dataset/Apple/Total Number of Apples/Apple 03816.png,0
25518,Carambola,dataset/Carambola/Carambola 001.png,2
25519,Carambola,dataset/Carambola/Carambola 001565.png,2
25520,Guava,dataset/Guava/Guava total/GuavaуАВ163 resized.png,3
25521,Guava,dataset/Guava/Guava total/GuavaуАВ2199 resized resized.png,3
25522,Persimmon,dataset/Persimmon/Persimmon123.png,9
25523,Guava,dataset/Guava/Guava total/GuavaуАВ1001 resized resized.png,3
25524,Guava,dataset/Guava/guava A/scene01301.png,3
25525,Carambola,dataset/Carambola/Carambola 00746.png,2
25526,Pomegranate,dataset/Pomegranate/Pomegranet001864.png,12
25527,Orange,dataset/Orange/Orange002529.png,6
25528,Pomegranate,dataset/Pomegranate/Pomegranet002043.png,12
25529,Pear,dataset/Pear/Pear 492.png,8
25530,Guava,dataset/Guava/Guava total/GuavaуАВ458 resized.png,3
25531,Guava,dataset/Guava/Guava total/GuavaуАВ2216 resized.png,3
25532,Pear,dataset/Pear/pear_0_1849.png,8
25533,Guava,dataset/Guava/guava B/Guava542.png,3
25534,Guava,dataset/Guava/Guava total/GuavaуАВ2037 resized.png,3
25535,Guava,dataset/Guava/Guava total/GuavaуАВ2378 resized.png,3
25536,Guava,dataset/Guava/guava total final/Guava03324.png,3
25537,Mango,dataset/Mango/Mango00460.png,5
25538,Apple,dataset/Apple/Apple D/Apple dee06441.png,0
25539,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00789.png,4
25540,Guava,dataset/Guava/Guava total/GuavaуАВ1688 resized.png,3
25541,Mango,dataset/Mango/Mango002877.png,5
25542,Apple,dataset/Apple/Apple D/Apple dee14521.png,0
25543,Mango,dataset/Mango/Mango00491.png,5
25544,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00239.png,4
25545,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003697.png,4
25546,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003166.png,4
25547,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00919.png,4
25548,Guava,dataset/Guava/Guava total/GuavaуАВ1988 resized.png,3
25549,Guava,dataset/Guava/Guava total/GuavaуАВ112 resized.png,3
25550,Mango,dataset/Mango/Mango00471.png,5
25551,Mango,dataset/Mango/Mango002765.png,5
25552,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00637.png,4
25553,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003653.png,4
25554,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00320.png,4
25555,Guava,dataset/Guava/guava B/Guava1440.png,3
25556,Plum,dataset/Plum/PlumуАВ1562.png,11
25557,Banana,dataset/Banana/Banana01282.png,1
25558,Guava,dataset/Guava/Guava total/GuavaуАВ798.png,3
25559,Guava,dataset/Guava/guava total final/Guava02351.png,3
25560,Tomatoes,dataset/Tomatoes/Tamotoes001579.png,13
25561,Carambola,dataset/Carambola/Carambola 00302.png,2
25562,Guava,dataset/Guava/Guava total/GuavaуАВ1475 resized resized.png,3
25563,Pitaya,dataset/Pitaya/Pitaya00604.png,10
25564,Apple,dataset/Apple/Apple F/scene05141.png,0
25565,Pitaya,dataset/Pitaya/Pitaya001066.png,10
25566,Plum,dataset/Plum/PlumуАВ730.png,11
25567,Apple,dataset/Apple/Apple C/scene01421.png,0
25568,Apple,dataset/Apple/Total Number of Apples/Apple 02154.png,0
25569,Guava,dataset/Guava/guava total final/Guava02646.png,3
25570,Guava,dataset/Guava/Guava total/GuavaуАВ1291 resized.png,3
25571,Banana,dataset/Banana/Banana01415.png,1
25572,Guava,dataset/Guava/Guava total/GuavaуАВ1620 resized.jpg,3
25573,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00996.png,4
25574,Persimmon,dataset/Persimmon/Persimmon678.png,9
25575,Guava,dataset/Guava/guava total final/Guava0619.png,3
25576,Guava,dataset/Guava/guava total final/Guava02791.png,3
25577,Mango,dataset/Mango/Mango00901.png,5
25578,Apple,dataset/Apple/Apple F/Apple F772.png,0
25579,Guava,dataset/Guava/guava total final/Guava03916.png,3
25580,Apple,dataset/Apple/Apple E/Apple Ee01841.png,0
25581,Guava,dataset/Guava/guava total final/Guava01556.png,3
25582,Guava,dataset/Guava/guava total final/Guava0589.png,3
25583,Apple,dataset/Apple/Apple B/scene03726.png,0
25584,Apple,dataset/Apple/Apple A/Apple 252.png,0
25585,Orange,dataset/Orange/Orange002070.png,6
25586,muskmelon,dataset/muskmelon/Muskmelon 00135.png,14
25587,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00894.png,4
25588,Tomatoes,dataset/Tomatoes/Tamotoes001723.png,13
25589,Guava,dataset/Guava/Guava total/1GuavaуАВ2501 resized resized.png,3
25590,Apple,dataset/Apple/Total Number of Apples/Apple 02329.png,0
25591,Pear,dataset/Pear/Pear 734.png,8
25592,Persimmon,dataset/Persimmon/Persimmon1978.png,9
25593,Guava,dataset/Guava/guava total final/Guava02542.png,3
25594,Tomatoes,dataset/Tomatoes/Tamotoes001883.png,13
25595,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001313.png,4
25596,Apple,dataset/Apple/Total Number of Apples/Apple 03302.png,0
25597,Peach,dataset/Peach/Peach0028.png,7
25598,Apple,dataset/Apple/Apple C/pple Co applee02551.png,0
25599,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002073.png,4
25600,Banana,dataset/Banana/Banana0225.png,1
25601,Pomegranate,dataset/Pomegranate/Pomegranet002003.png,12
25602,Guava,dataset/Guava/guava total final/Guava01567.png,3
25603,Banana,dataset/Banana/Banana02517.png,1
25604,Guava,dataset/Guava/Guava total/GuavaуАВ1448.png,3
25605,Peach,dataset/Peach/Peach00215.png,7
25606,Pitaya,dataset/Pitaya/Pitaya001250.png,10
25607,Guava,dataset/Guava/Guava total/GuavaуАВ1850.png,3
25608,Pear,dataset/Pear/Pear 1253.png,8
25609,Apple,dataset/Apple/Apple F/Apple F169.png,0
25610,Apple,dataset/Apple/Apple F/Apple F _0_2781.png,0
25611,Apple,dataset/Apple/Apple D/scene00601.png,0
25612,Guava,dataset/Guava/Guava total/GuavaуАВ1527 resized.jpg,3
25613,Tomatoes,dataset/Tomatoes/Tamotoes001498.png,13
25614,Pear,dataset/Pear/pear_0_1210.png,8
25615,Apple,dataset/Apple/Total Number of Apples/Apple 03947.png,0
25616,Guava,dataset/Guava/guava A/ene05011.png,3
25617,Orange,dataset/Orange/Orange001630.png,6
25618,Mango,dataset/Mango/Mango003832.png,5
25619,Guava,dataset/Guava/guava total final/Guava0471.png,3
25620,Apple,dataset/Apple/Apple C/scene06661.png,0
25621,Guava,dataset/Guava/guava B/Guava1101.png,3
25622,Persimmon,dataset/Persimmon/Persimmon209.png,9
25623,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00625.png,4
25624,Apple,dataset/Apple/Total Number of Apples/Apple 049.png,0
25625,Guava,dataset/Guava/Guava total/1GuavaуАВ2922 resized.jpg,3
25626,Apple,dataset/Apple/Apple A/Apple 249.png,0
25627,Apple,dataset/Apple/Apple B/scene02551.png,0
25628,Persimmon,dataset/Persimmon/Persimmon840.png,9
25629,Banana,dataset/Banana/Banana01020.png,1
25630,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001632.png,4
25631,Guava,dataset/Guava/guava B/Guava830.png,3
25632,Guava,dataset/Guava/guava total final/Guava02171.png,3
25633,Apple,dataset/Apple/Total Number of Apples/Apple 02870.png,0
25634,Apple,dataset/Apple/Apple F/Apple F _0_4676.png,0
25635,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001750.png,4
25636,Peach,dataset/Peach/Peach002386.png,7
25637,Apple,dataset/Apple/Total Number of Apples/Apple 03491.png,0
25638,Apple,dataset/Apple/Apple D/Apple De14521.png,0
25639,Plum,dataset/Plum/PlumуАВ2066.png,11
25640,Orange,dataset/Orange/Orange00256.png,6
25641,Guava,dataset/Guava/Guava total/1GuavaуАВ3130 resized resized.png,3
25642,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001949.png,4
25643,Guava,dataset/Guava/Guava total/GuavaуАВ2227 resized.png,3
25644,Apple,dataset/Apple/Apple F/scene03561.png,0
25645,Tomatoes,dataset/Tomatoes/Tamotoes001178.png,13
25646,Guava,dataset/Guava/Guava total/GuavaуАВ1490.png,3
25647,muskmelon,dataset/muskmelon/Muskmelon 001962.png,14
25648,Guava,dataset/Guava/guava total final/Guava01251.png,3
25649,Guava,dataset/Guava/Guava total/GuavaуАВ1605 resized.png,3
25650,Guava,dataset/Guava/Guava total/GuavaуАВ1644 resized resized.png,3
25651,Pear,dataset/Pear/Pear 229.png,8
25652,Pomegranate,dataset/Pomegranate/Pomegranet00846.png,12
25653,Apple,dataset/Apple/Total Number of Apples/Apple 03628.png,0
25654,Guava,dataset/Guava/Guava total/GuavaуАВ1533 resized resized.png,3
25655,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00658.png,4
25656,Banana,dataset/Banana/Banana02993.png,1
25657,Apple,dataset/Apple/Apple F/Apple F390.png,0
25658,Carambola,dataset/Carambola/Carambola 001582.png,2
25659,Guava,dataset/Guava/guava total final/Guava02050.png,3
25660,Tomatoes,dataset/Tomatoes/Tamotoes001705.png,13
25661,Guava,dataset/Guava/guava total final/Guava0978.png,3
25662,Orange,dataset/Orange/Orange001164.png,6
25663,Pomegranate,dataset/Pomegranate/Pomegranet00115.png,12
25664,Peach,dataset/Peach/Peach00647.png,7
25665,Guava,dataset/Guava/Guava total/1GuavaуАВ3029 resized.png,3
25666,Pomegranate,dataset/Pomegranate/Pomegranet00170.png,12
25667,Guava,dataset/Guava/Guava total/GuavaуАВ2050 resized resized.png,3
25668,Pear,dataset/Pear/pear_0_8662.png,8
25669,Apple,dataset/Apple/Total Number of Apples/Apple 03814.png,0
25670,Apple,dataset/Apple/Apple F/Apple F429.png,0
25671,Apple,dataset/Apple/Apple D/scene03576.png,0
25672,Orange,dataset/Orange/Orange002969.png,6
25673,Persimmon,dataset/Persimmon/Persimmon1683.png,9
25674,Guava,dataset/Guava/Guava total/GuavaуАВ1790 resized resized.png,3
25675,Guava,dataset/Guava/Guava total/GuavaуАВ1611 resized resized.png,3
25676,Guava,dataset/Guava/guava A/ene12751.png,3
25677,Guava,dataset/Guava/Guava total/GuavaуАВ1171.png,3
25678,Mango,dataset/Mango/Mango00796.png,5
25679,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00374.png,4
25680,muskmelon,dataset/muskmelon/Muskmelon 00514.png,14
25681,Pitaya,dataset/Pitaya/Pitaya001784.png,10
25682,Guava,dataset/Guava/guava total final/Guava03609.png,3
25683,Guava,dataset/Guava/Guava total/1GuavaуАВ2480 resized resized.png,3
25684,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001572.png,4
25685,Apple,dataset/Apple/Total Number of Apples/Apple 01762.png,0
25686,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B001000.png,4
25687,Guava,dataset/Guava/Guava total/GuavaуАВ1167.png,3
25688,Mango,dataset/Mango/Mango00401.png,5
25689,Apple,dataset/Apple/Total Number of Apples/Apple 02925.png,0
25690,Pomegranate,dataset/Pomegranate/Pomegranet00283.png,12
25691,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001765.png,4
25692,Peach,dataset/Peach/Peach00366.png,7
25693,Apple,dataset/Apple/Apple F/Apple F _0_1861.png,0
25694,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002181.png,4
25695,Guava,dataset/Guava/guava B/Guava215.png,3
25696,Mango,dataset/Mango/Mango00911.png,5
25697,Pear,dataset/Pear/pear_0_4609.png,8
25698,Mango,dataset/Mango/Mango001392.png,5
25699,Guava,dataset/Guava/Guava total/GuavaуАВ307 resized resized.png,3
25700,Guava,dataset/Guava/guava total final/Guava0168.png,3
25701,Apple,dataset/Apple/Apple D/scene01976.png,0
25702,Guava,dataset/Guava/guava total final/Guava03423.png,3
25703,Apple,dataset/Apple/Total Number of Apples/Apple_0_2036.png,0
25704,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001619.png,4
25705,Guava,dataset/Guava/Guava total/GuavaуАВ1685 resized.png,3
25706,Guava,dataset/Guava/Guava total/1GuavaуАВ2707 resized resized.png,3
25707,Tomatoes,dataset/Tomatoes/Tamotoes001106.png,13
25708,Guava,dataset/Guava/Guava total/1GuavaуАВ2611 resized resized.png,3
25709,Pear,dataset/Pear/Pear 931.png,8
25710,Apple,dataset/Apple/Total Number of Apples/Apple 04566.jpeg,0
25711,Carambola,dataset/Carambola/Carambola 001626.png,2
25712,Carambola,dataset/Carambola/Carambola 00110.png,2
25713,Apple,dataset/Apple/Total Number of Apples/Apple 04271.jpeg,0
25714,Apple,dataset/Apple/Apple C/ne02741.png,0
25715,Guava,dataset/Guava/Guava total/GuavaуАВ1780 resized resized.png,3
25716,Plum,dataset/Plum/PlumуАВ20.png,11
25717,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003374.png,4
25718,Apple,dataset/Apple/Apple A/Apple 282.png,0
25719,Persimmon,dataset/Persimmon/Persimmon390.png,9
25720,Carambola,dataset/Carambola/Carambola 00725.png,2
25721,Guava,dataset/Guava/guava total final/Guava01438.png,3
25722,Guava,dataset/Guava/Guava total/1GuavaуАВ3055.png,3
25723,Apple,dataset/Apple/Apple D/applee09190.png,0
25724,Pomegranate,dataset/Pomegranate/Pomegranet001884.png,12
25725,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00841.png,4
25726,Apple,dataset/Apple/Total Number of Apples/Apple 02160.png,0
25727,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C0027.png,4
25728,Tomatoes,dataset/Tomatoes/Tamotoes001563.png,13
25729,Apple,dataset/Apple/Apple C/Apple Co applee11601.png,0
25730,Pear,dataset/Pear/Pear 990.png,8
25731,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00900.png,4
25732,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001421.png,4
25733,Apple,dataset/Apple/Apple E/Apple E77.png,0
25734,Guava,dataset/Guava/Guava total/1GuavaуАВ2593.png,3
25735,Guava,dataset/Guava/Guava total/GuavaуАВ2401.png,3
25736,Mango,dataset/Mango/Mango00937.png,5
25737,Apple,dataset/Apple/Apple F/Apple F _0_4695.png,0
25738,Mango,dataset/Mango/Mango003237.png,5
25739,Banana,dataset/Banana/Banana01670.png,1
25740,Pomegranate,dataset/Pomegranate/Pomegranet001169.png,12
25741,Guava,dataset/Guava/Guava total/1GuavaуАВ3081.png,3
25742,Persimmon,dataset/Persimmon/Persimmon1157.png,9
25743,Apple,dataset/Apple/Apple F/scene02881.png,0
25744,Orange,dataset/Orange/Orange002905.png,6
25745,Persimmon,dataset/Persimmon/Persimmon930.png,9
25746,Apple,dataset/Apple/Total Number of Apples/Apple 03595.png,0
25747,Pomegranate,dataset/Pomegranate/Pomegranet002166.png,12
25748,Apple,dataset/Apple/Total Number of Apples/Apple 04110.jpeg,0
25749,Apple,dataset/Apple/Total Number of Apples/Apple 0822.png,0
25750,Kiwi,dataset/Kiwi/kiwi A/Kiwi A002024.png,4
25751,Guava,dataset/Guava/guava total final/Guava02369.png,3
25752,Guava,dataset/Guava/Guava total/GuavaуАВ2048 resized.png,3
25753,Guava,dataset/Guava/Guava total/GuavaуАВ1936 resized.png,3
